county_geo,geoid,name
36029,3621589,"EAST AURORA, VILLAGE OF"
36029,3602923415,"EDEN, TOWN OF"
36029,3623404,"EDEN, VILLAGE OF"
36029,3623701,"EGGERTSVILLE, VILLAGE OF"
36029,3624141,"ELMA CENTER, VILLAGE OF"
36029,3602924130,"ELMA, TOWN OF"
36029,36029,ERIE COUNTY
36029,3602924801,"EVANS, TOWN OF"
36029,3625428,"FARNHAM, VILLAGE OF"
36029,3629630,"GOWANDA, VILLAGE OF"
36029,3602929828,"GRAND ISLAND, TOWN OF"
36029,3629894,"GRANDYLE VILLAGE, VILLAGE OF"
36029,3602931654,"HAMBURG, TOWN OF"
36029,3631643,"HAMBURG, VILLAGE OF"
36029,3632391,"HARRIS HILL, VILLAGE OF"
36029,3602935122,"HOLLAND, TOWN OF"
36029,3635111,"HOLLAND, VILLAGE OF"
36029,3639232,"KENMORE, VILLAGE OF"
36029,3602940189,"LACKAWANNA, CITY OF"
36029,3640189,"LACKAWANNA, VILLAGE OF"
36029,3640486,"LAKE ERIE BEACH, VILLAGE OF"
36029,3602941146,"LANCASTER, TOWN OF"
36029,3641135,"LANCASTER, VILLAGE OF"
36029,3602945601,"MARILLA, TOWN OF"
36029,3602950716,"NEWSTEAD, TOWN OF"
36029,3651055,"NIAGARA FALLS, VILLAGE OF"
36029,3651583,"NORTH BOSTON, VILLAGE OF"
36029,3602951803,"NORTH COLLINS, TOWN OF"
36029,3651792,"NORTH COLLINS, VILLAGE OF"
36029,3653682,"NORTH TONAWANDA, VILLAGE OF"
36029,3602955277,"ORCHARD PARK, TOWN OF"
36029,3655266,"ORCHARD PARK, VILLAGE OF"
36029,3660609,"RAPIDS, VILLAGE OF"
36029,3602965277,"SARDINIA, TOWN OF"
36029,3667686,"SLOAN, VILLAGE OF"
36029,3670442,"SPRINGVILLE, VILLAGE OF"
36029,3671817,"STRYKERSVILLE, VILLAGE OF"
36029,3672246,"SUNSET BAY, VILLAGE OF"
36029,3602974166,"TONAWANDA, CITY OF"
36029,3602975011,"TONAWANDA, TOWN OF"
36029,3602975000,"TONAWANDA, TOWN OF"
36029,3674166,"TONAWANDA, VILLAGE OF"
36029,3674183,"TONAWANDA, VILLAGE OF"
36029,3675121,"TOWN LINE, VILLAGE OF"
36029,3676280,"UNIVERSITY AT BUFFALO, VILLAGE OF"
36029,3602977871,"WALES, TOWN OF"
36029,3678124,"WANAKAH, VILLAGE OF"
36029,3602980918,"WEST SENECA, TOWN OF"
36029,3680907,"WEST SENECA, VILLAGE OF"
36029,3682084,"WILLIAMSVILLE, VILLAGE OF"
36029,3684044,"YORKSHIRE, VILLAGE OF"
36031,3603254,"AU SABLE FORKS, VILLAGE OF"
36031,3603115330,"CHESTERFIELD, TOWN OF"
36031,3603119246,"CROWN POINT, TOWN OF"
36031,3603123833,"ELIZABETHTOWN, TOWN OF"
36031,3623822,"ELIZABETHTOWN, VILLAGE OF"
36031,36031,ESSEX COUNTY
36031,3603124768,"ESSEX, TOWN OF"
36031,3603138396,"JAY, TOWN OF"
36031,3603139067,"KEENE, TOWN OF"
36031,3639089,"KEESEVILLE, VILLAGE OF"
36031,3640761,"LAKE PLACID, VILLAGE OF"
36031,3603142114,"LEWIS, TOWN OF"
36031,3603147669,"MINERVA, TOWN OF"
36031,3647702,"MINEVILLE, VILLAGE OF"
36031,3603148428,"MORIAH, TOWN OF"
36031,3603150144,"NEWCOMB, TOWN OF"
36031,3603151935,"NORTH ELBA, TOWN OF"
36031,3603153077,"NORTH HUDSON, TOWN OF"
36031,3659333,"PORT HENRY, VILLAGE OF"
36031,3665233,"SARANAC LAKE, VILLAGE OF"
36031,3665640,"SCHROON LAKE, VILLAGE OF"
36031,3603165629,"SCHROON, TOWN OF"
36031,3603164529,"ST. ARMAND, TOWN OF"
36031,3603173891,"TICONDEROGA, TOWN OF"
36031,3673880,"TICONDEROGA, VILLAGE OF"
36031,3603180775,"WESTPORT, TOWN OF"
36031,3680764,"WESTPORT, VILLAGE OF"
36031,3603182271,"WILLSBORO, TOWN OF"
36031,3682260,"WILLSBORO, VILLAGE OF"
36031,3603182315,"WILMINGTON, TOWN OF"
36031,3682304,"WILMINGTON, VILLAGE OF"
36031,3682656,"WITHERBEE, VILLAGE OF"
36033,3603304319,"BANGOR, TOWN OF"
36033,3603305716,"BELLMONT, TOWN OF"
36033,3603307278,"BOMBAY, TOWN OF"
36033,3603307839,"BRANDON, TOWN OF"
36033,3603308213,"BRIGHTON, TOWN OF"
36033,3610286,"BRUSHTON, VILLAGE OF"
36033,3603311165,"BURKE, TOWN OF"
36033,3611154,"BURKE, VILLAGE OF"
36033,3603313992,"CHATEAUGAY, TOWN OF"
36033,3613981,"CHATEAUGAY, VILLAGE OF"
36033,3603317871,"CONSTABLE, TOWN OF"
36033,3603320610,"DICKINSON, TOWN OF"
36033,3603320973,"DUANE, TOWN OF"
36033,3626752,"FORT COVINGTON HAMLET, VILLAGE OF"
36033,3603326737,"FORT COVINGTON, TOWN OF"
36033,36033,FRANKLIN COUNTY
36033,3603327243,"FRANKLIN, TOWN OF"
36033,3603332314,"HARRIETSTOWN, TOWN OF"
36033,3603344721,"MALONE, TOWN OF"
36033,3644710,"MALONE, VILLAGE OF"
36033,3603347933,"MOIRA, TOWN OF"
36033,3656770,"PAUL SMITHS, VILLAGE OF"
36033,3603365178,"SANTA CLARA, TOWN OF"
36033,3665233,"SARANAC LAKE, VILLAGE OF"
36033,3664716,"ST. REGIS FALLS, VILLAGE OF"
36033,3603364727,"ST. REGIS MOHAWK, TOWN OF"
36033,3603375676,"TUPPER LAKE, TOWN OF"
36033,3675671,"TUPPER LAKE, VILLAGE OF"
36033,3603378795,"WAVERLY, TOWN OF"
36033,3603381215,"WESTVILLE, TOWN OF"
36035,3603506882,"BLEECKER, TOWN OF"
36035,3603508433,"BROADALBIN, TOWN OF"
36035,3608422,"BROADALBIN, VILLAGE OF"
36035,3612584,"CAROGA LAKE, VILLAGE OF"
36035,3603512573,"CAROGA, TOWN OF"
36035,3620731,"DOLGEVILLE, VILLAGE OF"
36035,3603524603,"EPHRATAH, TOWN OF"
36035,36035,FULTON COUNTY
36035,3603529443,"GLOVERSVILLE, CITY OF"
36035,3629443,"GLOVERSVILLE, VILLAGE OF"
36035,3631291,"HAGAMAN, VILLAGE OF"
36035,3603538781,"JOHNSTOWN, CITY OF"
36035,3603538792,"JOHNSTOWN, TOWN OF"
36035,3638781,"JOHNSTOWN, VILLAGE OF"
36035,3603546217,"MAYFIELD, TOWN OF"
36035,3646206,"MAYFIELD, VILLAGE OF"
36035,3603551407,"NORTHAMPTON, TOWN OF"
36035,3653770,"NORTHVILLE, VILLAGE OF"
36035,3603555101,"OPPENHEIM, TOWN OF"
36035,3603557353,"PERTH, TOWN OF"
36035,3603571784,"STRATFORD, TOWN OF"
36037,3603700474,"ALABAMA, TOWN OF"
36037,3603701165,"ALEXANDER, TOWN OF"
36037,3601154,"ALEXANDER, VILLAGE OF"
36037,3603001,"ATTICA, VILLAGE OF"
36037,3603704715,"BATAVIA, CITY OF"
36037,3603704726,"BATAVIA, TOWN OF"
36037,3604715,"BATAVIA, VILLAGE OF"
36037,3603706057,"BERGEN, TOWN OF"
36037,3606046,"BERGEN, VILLAGE OF"
36037,3603706266,"BETHANY, TOWN OF"
36037,3603711572,"BYRON, TOWN OF"
36037,3618201,"CORFU, VILLAGE OF"
36037,3603719719,"DARIEN, TOWN OF"
36037,3603723756,"ELBA, TOWN OF"
36037,3623745,"ELBA, VILLAGE OF"
36037,36037,GENESEE COUNTY
36037,3603742037,"LE ROY, TOWN OF"
36037,3642026,"LE ROY, VILLAGE OF"
36037,3642609,"LINWOOD, VILLAGE OF"
36037,3603754166,"OAKFIELD, TOWN OF"
36037,3654155,"OAKFIELD, VILLAGE OF"
36037,3603756792,"PAVILION, TOWN OF"
36037,3656781,"PAVILION, VILLAGE OF"
36037,3603757078,"PEMBROKE, TOWN OF"
36037,3603770607,"STAFFORD, TOWN OF"
36037,3603775011,"TONAWANDA, TOWN OF"
36039,3603902803,"ASHLAND, TOWN OF"
36039,3603902913,"ATHENS, TOWN OF"
36039,3602902,"ATHENS, VILLAGE OF"
36039,3603911649,"CAIRO, TOWN OF"
36039,3611638,"CAIRO, VILLAGE OF"
36039,3603913013,"CATSKILL, TOWN OF"
36039,3613002,"CATSKILL, VILLAGE OF"
36039,3603918729,"COXSACKIE, TOWN OF"
36039,3618718,"COXSACKIE, VILLAGE OF"
36039,3603921204,"DURHAM, TOWN OF"
36039,36039,GREENE COUNTY
36039,3603930620,"GREENVILLE, TOWN OF"
36039,3630609,"GREENVILLE, VILLAGE OF"
36039,3603931379,"HALCOTT, TOWN OF"
36039,3635969,"HUDSON, VILLAGE OF"
36039,3603936178,"HUNTER, TOWN OF"
36039,3636167,"HUNTER, VILLAGE OF"
36039,3638451,"JEFFERSON HEIGHTS, VILLAGE OF"
36039,3603938638,"JEWETT, TOWN OF"
36039,3641784,"LEEDS, VILLAGE OF"
36039,3603942202,"LEXINGTON, TOWN OF"
36039,3603949935,"NEW BALTIMORE, TOWN OF"
36039,3656132,"PALENVILLE, VILLAGE OF"
36039,3603959751,"PRATTSVILLE, TOWN OF"
36039,3659740,"PRATTSVILLE, VILLAGE OF"
36039,3659831,"PRESTON-POTTER HOLLOW, VILLAGE OF"
36039,3660675,"RAVENA, VILLAGE OF"
36039,3673143,"TANNERSVILLE, VILLAGE OF"
36039,3603982480,"WINDHAM, TOWN OF"
36039,3682469,"WINDHAM, VILLAGE OF"
36041,3604102572,"ARIETTA, TOWN OF"
36041,3604105958,"BENSON, TOWN OF"
36041,36041,HAMILTON COUNTY
36041,3604135496,"HOPE, TOWN OF"
36041,3604137374,"INDIAN LAKE, TOWN OF"
36041,3604137495,"INLET, TOWN OF"
36041,3604140794,"LAKE PLEASANT, TOWN OF"
36041,3604143412,"LONG LAKE, TOWN OF"
36041,3643401,"LONG LAKE, VILLAGE OF"
36041,3604148340,"MOREHOUSE, TOWN OF"
36041,3670123,"SPECULATOR, VILLAGE OF"
36041,3604179059,"WELLS, TOWN OF"
36041,3679048,"WELLS, VILLAGE OF"
36043,3616815,"COLD BROOK, VILLAGE OF"
36043,3604317431,"COLUMBIA, TOWN OF"
36043,3604319686,"DANUBE, TOWN OF"
36043,3620731,"DOLGEVILLE, VILLAGE OF"
36043,3604324933,"FAIRFIELD, TOWN OF"
36043,3604327199,"FRANKFORT, TOWN OF"
36043,3627188,"FRANKFORT, VILLAGE OF"
36043,3604328750,"GERMAN FLATTS, TOWN OF"
36043,36043,HERKIMER COUNTY
36043,3604334132,"HERKIMER, TOWN OF"
36043,3634121,"HERKIMER, VILLAGE OF"
36043,3637275,"ILION, VILLAGE OF"
36043,3604342664,"LITCHFIELD, TOWN OF"
36043,3604342741,"LITTLE FALLS, CITY OF"
36043,3604342752,"LITTLE FALLS, TOWN OF"
36043,3642741,"LITTLE FALLS, VILLAGE OF"
36043,3604344974,"MANHEIM, TOWN OF"
36043,3647108,"MIDDLEVILLE, VILLAGE OF"
36043,3647823,"MOHAWK, VILLAGE OF"
36043,3604350584,"NEWPORT, TOWN OF"
36043,3650573,"NEWPORT, VILLAGE OF"
36043,3604353968,"NORWAY, TOWN OF"
36043,3604354507,"OHIO, TOWN OF"
36043,3654639,"OLD FORGE, VILLAGE OF"
36043,3658937,"POLAND, VILLAGE OF"
36043,3659883,"PROSPECT, VILLAGE OF"
36043,3661489,"RICHFIELD SPRINGS, VILLAGE OF"
36043,3604364254,"RUSSIA, TOWN OF"
36043,3604364837,"SALISBURY, TOWN OF"
36043,3604365695,"SCHUYLER, TOWN OF"
36043,3604370794,"STARK, TOWN OF"
36043,3673495,"THENDARA, VILLAGE OF"
36043,3676540,"UTICA, VILLAGE OF"
36043,3604378278,"WARREN, TOWN OF"
36043,3604378927,"WEBB, TOWN OF"
36043,3681292,"WEST WINFIELD, VILLAGE OF"
36043,3604382568,"WINFIELD, TOWN OF"
36045,3600232,"ADAMS CENTER, VILLAGE OF"
36045,3604500210,"ADAMS, TOWN OF"
36045,3600199,"ADAMS, VILLAGE OF"
36045,3601187,"ALEXANDRIA BAY, VILLAGE OF"
36045,3604501176,"ALEXANDRIA, TOWN OF"
36045,3604502297,"ANTWERP, TOWN OF"
36045,3602286,"ANTWERP, VILLAGE OF"
36045,3605683,"BELLEVILLE, VILLAGE OF"
36045,3606794,"BLACK RIVER, VILLAGE OF"
36045,3604510242,"BROWNVILLE, TOWN OF"
36045,3610231,"BROWNVILLE, VILLAGE OF"
36045,3611671,"CALCIUM, VILLAGE OF"
36045,3604512364,"CAPE VINCENT, TOWN OF"
36045,3612353,"CAPE VINCENT, VILLAGE OF"
36045,3612683,"CARTHAGE, VILLAGE OF"
36045,3604513717,"CHAMPION, TOWN OF"
36045,3614036,"CHAUMONT, VILLAGE OF"
36045,3604516100,"CLAYTON, TOWN OF"
36045,3616089,"CLAYTON, VILLAGE OF"
36045,3604500000,"COUNTY SUBDIVISIONS NOT DEFINED, TOWN OF"
36045,3619994,"DEFERIET, VILLAGE OF"
36045,3620302,"DEPAUVILLE, VILLAGE OF"
36045,3620500,"DEXTER, VILLAGE OF"
36045,3604524086,"ELLISBURG, TOWN OF"
36045,3624075,"ELLISBURG, VILLAGE OF"
36045,3624823,"EVANS MILLS, VILLAGE OF"
36045,3625571,"FELTS MILLS, VILLAGE OF"
36045,3625934,"FISHERS LANDING, VILLAGE OF"
36045,3626759,"FORT DRUM, VILLAGE OF"
36045,3629322,"GLEN PARK, VILLAGE OF"
36045,3630136,"GREAT BEND, VILLAGE OF"
36045,3604534055,"HENDERSON, TOWN OF"
36045,3634044,"HENDERSON, VILLAGE OF"
36045,3634220,"HERRINGS, VILLAGE OF"
36045,3604535782,"HOUNSFIELD, TOWN OF"
36045,36045,JEFFERSON COUNTY
36045,3640233,"LA FARGEVILLE, VILLAGE OF"
36045,3604542015,"LE RAY, TOWN OF"
36045,3604543544,"LORRAINE, TOWN OF"
36045,3643533,"LORRAINE, VILLAGE OF"
36045,3604543863,"LYME, TOWN OF"
36045,3645073,"MANNSVILLE, VILLAGE OF"
36045,3649605,"NATURAL BRIDGE, VILLAGE OF"
36045,3604555398,"ORLEANS, TOWN OF"
36045,3655937,"OXBOW, VILLAGE OF"
36045,3656212,"PAMELIA CENTER, VILLAGE OF"
36045,3604556209,"PAMELIA, TOWN OF"
36045,3604557562,"PHILADELPHIA, TOWN OF"
36045,3657551,"PHILADELPHIA, VILLAGE OF"
36045,3657782,"PIERREPONT MANOR, VILLAGE OF"
36045,3658739,"PLESSIS, VILLAGE OF"
36045,3661016,"REDWOOD, VILLAGE OF"
36045,3604563341,"RODMAN, TOWN OF"
36045,3663330,"RODMAN, VILLAGE OF"
36045,3604564265,"RUTLAND, TOWN OF"
36045,3664408,"SACKETS HARBOR, VILLAGE OF"
36045,3604573528,"THERESA, TOWN OF"
36045,3673517,"THERESA, VILLAGE OF"
36045,3673726,"THOUSAND ISLAND PARK, VILLAGE OF"
36045,3673737,"THREE MILE BAY, VILLAGE OF"
36045,3604578608,"WATERTOWN, CITY OF"
36045,3604578619,"WATERTOWN, TOWN OF"
36045,3678608,"WATERTOWN, VILLAGE OF"
36045,3679499,"WEST CARTHAGE, VILLAGE OF"
36045,3604582348,"WILNA, TOWN OF"
36045,3604583162,"WORTH, TOWN OF"
36047,3604710022,"BROOKLYN, TOWN OF"
36047,36047,KINGS COUNTY
36047,3651000,"NEW YORK, VILLAGE OF"
36049,3612683,"CARTHAGE, VILLAGE OF"
36049,3612881,"CASTORLAND, VILLAGE OF"
36049,3617882,"CONSTABLEVILLE, VILLAGE OF"
36049,3618135,"COPENHAGEN, VILLAGE OF"
36049,3604919081,"CROGHAN, TOWN OF"
36049,3619070,"CROGHAN, VILLAGE OF"
36049,3604920214,"DENMARK, TOWN OF"
36049,3604920555,"DIANA, TOWN OF"
36049,3604930796,"GREIG, TOWN OF"
36049,3604932358,"HARRISBURG, TOWN OF"
36049,3632424,"HARRISVILLE, VILLAGE OF"
36049,36049,LEWIS COUNTY
36049,3604942125,"LEWIS, TOWN OF"
36049,3604942213,"LEYDEN, TOWN OF"
36049,3604943731,"LOWVILLE, TOWN OF"
36049,3643720,"LOWVILLE, VILLAGE OF"
36049,3604943995,"LYONSDALE, TOWN OF"
36049,3644006,"LYONS FALLS, VILLAGE OF"
36049,3604945854,"MARTINSBURG, TOWN OF"
36049,3604948032,"MONTAGUE, TOWN OF"
36049,3649605,"NATURAL BRIDGE, VILLAGE OF"
36049,3604950001,"NEW BREMEN, TOWN OF"
36049,3604955497,"OSCEOLA, TOWN OF"
36049,3604957925,"PINCKNEY, TOWN OF"
36049,3659454,"PORT LEYDEN, VILLAGE OF"
36049,3604975693,"TURIN, TOWN OF"
36049,3675682,"TURIN, VILLAGE OF"
36049,3604978729,"WATSON, TOWN OF"
36049,3679499,"WEST CARTHAGE, VILLAGE OF"
36049,3604981094,"WEST TURIN, TOWN OF"
36051,3605103364,"AVON, TOWN OF"
36051,3603353,"AVON, VILLAGE OF"
36051,3611550,"BYERSVILLE, VILLAGE OF"
36051,3605111715,"CALEDONIA, TOWN OF"
36051,3611704,"CALEDONIA, VILLAGE OF"
36051,3617620,"CONESUS HAMLET, VILLAGE OF"
36051,3617622,"CONESUS LAKE, VILLAGE OF"
36051,3605117618,"CONESUS, TOWN OF"
36051,3619411,"CUMMINSVILLE, VILLAGE OF"
36051,3619510,"CUYLERVILLE, VILLAGE OF"
36051,3619587,"DALTON, VILLAGE OF"
36051,3619664,"DANSVILLE, VILLAGE OF"
36051,3621600,"EAST AVON, VILLAGE OF"
36051,3627133,"FOWLERVILLE, VILLAGE OF"
36051,3605128629,"GENESEO, TOWN OF"
36051,3628618,"GENESEO, VILLAGE OF"
36051,3630807,"GREIGSVILLE, VILLAGE OF"
36051,3631022,"GROVELAND STATION, VILLAGE OF"
36051,3605131016,"GROVELAND, TOWN OF"
36051,3633128,"HEMLOCK, VILLAGE OF"
36051,3635364,"HONEOYE FALLS, VILLAGE OF"
36051,3636156,"HUNT, VILLAGE OF"
36051,3640175,"KYSORVILLE, VILLAGE OF"
36051,3641036,"LAKEVILLE, VILLAGE OF"
36051,3605141883,"LEICESTER, TOWN OF"
36051,3641872,"LEICESTER, VILLAGE OF"
36051,3605142334,"LIMA, TOWN OF"
36051,3642323,"LIMA, VILLAGE OF"
36051,3642609,"LINWOOD, VILLAGE OF"
36051,36051,LIVINGSTON COUNTY
36051,3642972,"LIVONIA CENTER, VILLAGE OF"
36051,3605142961,"LIVONIA, TOWN OF"
36051,3642950,"LIVONIA, VILLAGE OF"
36051,3605148956,"MOUNT MORRIS, TOWN OF"
36051,3648945,"MOUNT MORRIS, VILLAGE OF"
36051,3605151869,"NORTH DANSVILLE, TOWN OF"
36051,3605154089,"NUNDA, TOWN OF"
36051,3654078,"NUNDA, VILLAGE OF"
36051,3605155508,"OSSIAN, TOWN OF"
36051,3657804,"PIFFARD, VILLAGE OF"
36051,3605159179,"PORTAGE, TOWN OF"
36051,3661236,"RETSOF, VILLAGE OF"
36051,3665926,"SCOTTSBURG, VILLAGE OF"
36051,3669364,"SOUTH LIMA, VILLAGE OF"
36051,3605170101,"SPARTA, TOWN OF"
36051,3670477,"SPRINGWATER HAMLET, VILLAGE OF"
36051,3605170475,"SPRINGWATER, TOWN OF"
36051,3675726,"TUSCARORA, VILLAGE OF"
36051,3677783,"WADSWORTH, VILLAGE OF"
36051,3678982,"WEBSTERS CROSSING, VILLAGE OF"
36051,3605181006,"WEST SPARTA, TOWN OF"
36051,3683063,"WOODSVILLE, VILLAGE OF"
36051,3684035,"YORK HAMLET, VILLAGE OF"
36051,3605184022,"YORK, TOWN OF"
36053,3608147,"BRIDGEPORT, VILLAGE OF"
36053,3608169,"BRIDGEWATER, VILLAGE OF"
36053,3605308587,"BROOKFIELD, TOWN OF"
36053,3612188,"CANASTOTA, VILLAGE OF"
36053,3605313156,"CAZENOVIA, TOWN OF"
36053,3613145,"CAZENOVIA, VILLAGE OF"
36053,3615561,"CHITTENANGO, VILLAGE OF"
36053,3605320401,"DERUYTER, TOWN OF"
36053,3620390,"DERUYTER, VILLAGE OF"
36053,3621226,"DURHAMVILLE, VILLAGE OF"
36053,3621523,"EARLVILLE, VILLAGE OF"
36053,3605323305,"EATON, TOWN OF"
36053,3605325593,"FENNER, TOWN OF"
36053,3605328695,"GEORGETOWN, TOWN OF"
36053,3605331720,"HAMILTON, TOWN OF"
36053,3631709,"HAMILTON, VILLAGE OF"
36053,3605341674,"LEBANON, TOWN OF"
36053,3605341905,"LENOX, TOWN OF"
36053,3605342422,"LINCOLN, TOWN OF"
36053,36053,MADISON COUNTY
36053,3605344435,"MADISON, TOWN OF"
36053,3644424,"MADISON, VILLAGE OF"
36053,3648593,"MORRISVILLE, VILLAGE OF"
36053,3649220,"MUNNSVILLE, VILLAGE OF"
36053,3605349770,"NELSON, TOWN OF"
36053,3654848,"ONEIDA CASTLE, VILLAGE OF"
36053,3605354837,"ONEIDA, CITY OF"
36053,3654837,"ONEIDA, VILLAGE OF"
36053,3655376,"ORISKANY FALLS, VILLAGE OF"
36053,3666993,"SHERRILL, VILLAGE OF"
36053,3605367785,"SMITHFIELD, TOWN OF"
36053,3605371399,"STOCKBRIDGE, TOWN OF"
36053,3605371993,"SULLIVAN, TOWN OF"
36053,3678113,"WAMPSVILLE, VILLAGE OF"
36055,3606046,"BERGEN, VILLAGE OF"
36055,3605508246,"BRIGHTON, TOWN OF"
36055,3608257,"BRIGHTON, VILLAGE OF"
36055,3608466,"BROCKPORT, VILLAGE OF"
36055,3611704,"CALEDONIA, VILLAGE OF"
36055,3605515462,"CHILI, TOWN OF"
36055,3615638,"CHURCHVILLE, VILLAGE OF"
36055,3605515957,"CLARKSON, TOWN OF"
36055,3615946,"CLARKSON, VILLAGE OF"
36055,3605500000,"COUNTY SUBDIVISIONS NOT DEFINED, TOWN OF"
36055,3605522870,"EAST ROCHESTER, TOWN OF"
36055,3622865,"EAST ROCHESTER, VILLAGE OF"
36055,3625076,"FAIRPORT, VILLAGE OF"
36055,3605528442,"GATES, TOWN OF"
36055,3628453,"GATES, VILLAGE OF"
36055,3605530290,"GREECE, TOWN OF"
36055,3630279,"GREECE, VILLAGE OF"
36055,3605531797,"HAMLIN, TOWN OF"
36055,3631786,"HAMLIN, VILLAGE OF"
36055,3605534099,"HENRIETTA, TOWN OF"
36055,3634847,"HILTON, VILLAGE OF"
36055,3635364,"HONEOYE FALLS, VILLAGE OF"
36055,3605537726,"IRONDEQUOIT, TOWN OF"
36055,3637737,"IRONDEQUOIT, VILLAGE OF"
36055,3605546558,"MENDON, TOWN OF"
36055,36055,MONROE COUNTY
36055,3652040,"NORTH GATES, VILLAGE OF"
36055,3605554474,"OGDEN, TOWN OF"
36055,3605556561,"PARMA, TOWN OF"
36055,3605557144,"PENFIELD, TOWN OF"
36055,3605557221,"PERINTON, TOWN OF"
36055,3605558365,"PITTSFORD, TOWN OF"
36055,3658354,"PITTSFORD, VILLAGE OF"
36055,3605561808,"RIGA, TOWN OF"
36055,3605563000,"ROCHESTER, CITY OF"
36055,3663000,"ROCHESTER, VILLAGE OF"
36055,3605564144,"RUSH, TOWN OF"
36055,3665959,"SCOTTSVILLE, VILLAGE OF"
36055,3670189,"SPENCERPORT, VILLAGE OF"
36055,3605572455,"SWEDEN, TOWN OF"
36055,3605578971,"WEBSTER, TOWN OF"
36055,3678960,"WEBSTER, VILLAGE OF"
36055,3605581402,"WHEATLAND, TOWN OF"
36057,3601737,"AMES, VILLAGE OF"
36057,3605702066,"AMSTERDAM, CITY OF"
36057,3605702077,"AMSTERDAM, TOWN OF"
36057,3602066,"AMSTERDAM, VILLAGE OF"
36057,3605712122,"CANAJOHARIE, TOWN OF"
36057,3612111,"CANAJOHARIE, VILLAGE OF"
36057,3605713816,"CHARLESTON, TOWN OF"
36057,3605726308,"FLORIDA, TOWN OF"
36057,3626462,"FONDA, VILLAGE OF"
36057,3626880,"FORT JOHNSON, VILLAGE OF"
36057,3626924,"FORT PLAIN, VILLAGE OF"
36057,3627859,"FULTONVILLE, VILLAGE OF"
36057,3605729047,"GLEN, TOWN OF"
36057,3631291,"HAGAMAN, VILLAGE OF"
36057,3638781,"JOHNSTOWN, VILLAGE OF"
36057,3605747614,"MINDEN, TOWN OF"
36057,3605747834,"MOHAWK, TOWN OF"
36057,36057,MONTGOMERY COUNTY
36057,3649748,"NELLISTON, VILLAGE OF"
36057,3656110,"PALATINE BRIDGE, VILLAGE OF"
36057,3605756099,"PALATINE, TOWN OF"
36057,3605763561,"ROOT, TOWN OF"
36057,3605764650,"ST. JOHNSVILLE, TOWN OF"
36057,3664639,"ST. JOHNSVILLE, VILLAGE OF"
36057,3675341,"TRIBES HILL, VILLAGE OF"
36059,3601011,"ALBERTSON, VILLAGE OF"
36059,3602044,"AMITYVILLE, VILLAGE OF"
36059,3602968,"ATLANTIC BEACH, VILLAGE OF"
36059,3604154,"BALDWIN HARBOR, VILLAGE OF"
36059,3604143,"BALDWIN, VILLAGE OF"
36059,3604550,"BARNUM ISLAND, VILLAGE OF"
36059,3604803,"BAXTER ESTATES, VILLAGE OF"
36059,3604891,"BAY PARK, VILLAGE OF"
36059,3605034,"BAYVILLE, VILLAGE OF"
36059,3605661,"BELLEROSE TERRACE, VILLAGE OF"
36059,3605639,"BELLEROSE, VILLAGE OF"
36059,3605738,"BELLMORE, VILLAGE OF"
36059,3606387,"BETHPAGE, VILLAGE OF"
36059,3610132,"BROOKVILLE, VILLAGE OF"
36059,3612419,"CARLE PLACE, VILLAGE OF"
36059,3613233,"CEDARHURST, VILLAGE OF"
36059,3613618,"CENTRE ISLAND, VILLAGE OF"
36059,3616958,"COLD SPRING HARBOR, VILLAGE OF"
36059,3618597,"COVE NECK, VILLAGE OF"
36059,3621578,"EAST ATLANTIC BEACH, VILLAGE OF"
36059,3621985,"EAST FARMINGDALE, VILLAGE OF"
36059,3622260,"EAST HILLS, VILLAGE OF"
36059,3622480,"EAST MASSAPEQUA, VILLAGE OF"
36059,3622502,"EAST MEADOW, VILLAGE OF"
36059,3622623,"EAST NORWICH, VILLAGE OF"
36059,3622876,"EAST ROCKAWAY, VILLAGE OF"
36059,3623217,"EAST WILLISTON, VILLAGE OF"
36059,3624273,"ELMONT, VILLAGE OF"
36059,3625384,"FARMINGDALE, VILLAGE OF"
36059,3626264,"FLORAL PARK, VILLAGE OF"
36059,3626352,"FLOWER HILL, VILLAGE OF"
36059,3627309,"FRANKLIN SQUARE, VILLAGE OF"
36059,3627485,"FREEPORT, VILLAGE OF"
36059,3628189,"GARDEN CITY PARK, VILLAGE OF"
36059,3628200,"GARDEN CITY SOUTH, VILLAGE OF"
36059,3628178,"GARDEN CITY, VILLAGE OF"
36059,3628990,"GILGO, VILLAGE OF"
36059,3605929113,"GLEN COVE, CITY OF"
36059,3629113,"GLEN COVE, VILLAGE OF"
36059,3629245,"GLEN HEAD, VILLAGE OF"
36059,3629421,"GLENWOOD LANDING, VILLAGE OF"
36059,3630191,"GREAT NECK ESTATES, VILLAGE OF"
36059,3630202,"GREAT NECK GARDENS, VILLAGE OF"
36059,3630213,"GREAT NECK PLAZA, VILLAGE OF"
36059,3630169,"GREAT NECK, VILLAGE OF"
36059,3630598,"GREENVALE, VILLAGE OF"
36059,3632094,"HARBOR HILLS, VILLAGE OF"
36059,3632105,"HARBOR ISLE, VILLAGE OF"
36059,3605934000,"HEMPSTEAD, TOWN OF"
36059,3633139,"HEMPSTEAD, VILLAGE OF"
36059,3634198,"HERRICKS, VILLAGE OF"
36059,3634297,"HEWLETT BAY PARK, VILLAGE OF"
36059,3634308,"HEWLETT HARBOR, VILLAGE OF"
